run_date,ticker,basket,sector_label,region,name,currency,price,market_cap,shares_out,beta,trailing_eps,forward_eps,book_value_ps,price_to_book,trailing_pe,forward_pe,roe,roa,profit_margin,operating_margin,revenue_growth,earnings_growth,dividend_yield,payout_ratio,debt_to_equity,total_equity,net_income,revenue,last_fiscal_year_end,most_recent_quarter
2026-09-26,DNB.OL,banking_nordic,banking,nordic,DNB BANK ASA,NOK,317.1,451716448256.0,1424523622.0,0.342,27.56,28.0306,176.229,1.7993634,11.505806,11.312637,0.1507,0.01086,0.47826,0.59521,0.008,-0.043,5.68,0.6529,,295150000000.0,43547000000.0,89445000000.0,1767139200,1782777600
2026-09-26,SPOG.OL,banking_nordic,banking,nordic,SPAREBANKEN ØST,NOK,72.15,1495755008.0,20731183.0,0.268,6.66,5.47333,211.397,0.34130096,10.833334,13.182103,0.08590999,0.00881,0.45728,0.63548,-0.313,-0.475,9.56,1.0344,,5042300000.0,494300000.0,950100000.0,1767139200,1782777600
2026-09-26,MING.OL,banking_nordic,banking,nordic,SPAREBANK 1 SMN,NOK,220.4,31784828928.0,144214290.0,0.391,18.64,19.845,195.7,1.1262136,11.824035,11.106072,0.14095001,0.016619999,0.4772,0.61786,-0.004,0.04,6.13,0.7243,,31166000000.0,4279000000.0,8051000000.0,1767139200,1782777600
2026-09-26,NONG.OL,banking_nordic,banking,nordic,SPAREBANK 1 NORD-NORGE,NOK,175.5,17619851264.0,100398016.0,0.357,14.37,15.54,186.678,0.94012153,12.212944,11.293436,0.16409999,0.02221,0.52025,0.67258,-0.072,-0.114,4.84,0.5911,,20521000000.0,3421000000.0,5911000000.0,1767139200,1782777600
2026-09-26,SEB-A.ST,banking_nordic,banking,nordic,Skandinaviska Enskilda Banken s,SEK,233.9,454916538368.0,1920766510.0,0.433,15.67,15.79,115.806,2.019757,14.926611,14.813172,0.14083,0.00736,0.41787,0.54662997,0.023,0.076,3.63,0.5421,,230263000000.0,31063000000.0,77063000000.0,1767139200,1782777600
2026-09-26,SWED-A.ST,banking_nordic,banking,nordic,Swedbank AB ser A,SEK,410.7,461509623808.0,1123714665.0,0.561,27.59,25.44,184.25,2.2290368,14.885829,16.143867,0.15016,0.0097,0.45124,0.51436,0.058,-0.089,4.98,0.7409,,225802000000.0,32762000000.0,67899000000.0,1767139200,1782777600
2026-09-26,SHB-A.ST,banking_nordic,banking,nordic,Svenska Handelsbanken ser. A,SEK,156.0,312743493632.0,1944777165.0,0.504,12.09,11.41,93.126,1.6751498,12.903226,13.672217,0.12749,0.0063099996,0.42583,0.50089,-0.038,-0.061,5.13,0.66830003,,199352000000.0,23727000000.0,56805000000.0,1767139200,1782777600
2026-09-26,NDA-SE.ST,banking_nordic,banking,nordic,Nordea Bank Abp,SEK,201.6,684180766720.0,3393753656.0,0.64,15.44,1.37,9.182,21.956001,13.056995,147.15329,0.15337,0.00699,0.4058,0.54153997,0.015,0.029,7.06,0.7007,,32419000000.0,4840000000.0,11719000000.0,1767139200,1782777600
2026-09-26,DANSKE.CO,banking_nordic,banking,nordic,Danske Bank A/S,DKK,377.6,304453156864.0,806284831.0,0.592,28.99,32.77304,206.818,1.8257599,13.025182,11.521666,0.13951999,0.0062300004,0.41053,0.56159,0.08,0.152,4.49,0.5841,,181162000000.0,23037000000.0,56845000000.0,1767139200,1782777600
2026-09-26,JYSK.CO,banking_nordic,banking,nordic,Jyske Bank A/S,DKK,1107.0,62245875712.0,56229335.0,0.361,85.46,95.27654,821.922,1.3468431,12.953428,11.61881,0.10293999,0.00694,0.37138999,0.51117,0.013,0.123,2.26,0.2925,,52312000000.0,5414000000.0,14437000000.0,1767139200,1782777600
2026-09-26,HSBA.L,banking_europe,banking,europe,HSBC HOLDINGS PLC ORD $0.50 (UK,GBp,1512.2,258685812736.0,17106587954.0,0.571,1.06,1.4437169,7.4513865,2.0294209,14.266038,10.474353,0.13104999,0.00782,0.37797,0.58768004,0.254,0.672,3.68,0.52639997,,198225000000.0,22285000000.0,71020000000.0,1767139200,1782777600
2026-09-26,BARC.L,banking_europe,banking,europe,BARCLAYS PLC ORD 25P,GBp,463.9,62064975872.0,13378956051.0,0.873,0.48,0.64309,4.872,0.9521757,9.664583,7.213609,0.10092,0.0047299997,0.2787,0.42951,0.156,0.446,2.48,0.17809999,,77784000000.0,7172000000.0,29140000000.0,1767139200,1782777600
2026-09-26,LLOY.L,banking_europe,banking,europe,LLOYDS BANKING GROUP PLC ORD 10,GBp,108.8,62752403456.0,57676841863.0,0.906,0.08,0.12121,0.714,1.5238097,13.600001,8.976157,0.113400005,0.00558,0.26431,0.44961,0.123,0.177,3.69,0.45630002,,47668000000.0,4659000000.0,20028000000.0,1767139200,1782777600
2026-09-26,NWG.L,banking_europe,banking,europe,NATWEST GROUP PLC ORD 107.69P,GBp,694.4,55078756352.0,7931848333.0,0.809,0.75,0.84733,4.868,1.4264586,9.258667,8.195155,0.14776,0.008590001,0.37730998,0.53048,0.145,0.3,5.04,0.4357,,42599000000.0,5831000000.0,16609000000.0,1767139200,1782777600
2026-09-26,BNP.PA,banking_europe,banking,europe,BNP PARIBAS ACT.A,EUR,99.3,108832800768.0,1096000000.0,1.035,11.66,13.22553,109.58,0.9061873,8.516295,7.5082064,0.104770005,0.00477,0.26490998,0.38353002,0.169,0.374,5.84,0.4464,,125513000000.0,12225000000.0,68804000000.0,,
