run_date,ticker,basket,sector_label,region,name,currency,price,market_cap,shares_out,beta,trailing_eps,forward_eps,book_value_ps,price_to_book,trailing_pe,forward_pe,roe,roa,profit_margin,operating_margin,revenue_growth,earnings_growth,dividend_yield,payout_ratio,debt_to_equity,total_equity,net_income,revenue,last_fiscal_year_end,most_recent_quarter
2026-08-22,DNB.OL,banking_nordic,banking,nordic,DNB BANK ASA,NOK,312.7,446353539072,1427417789,0.338,27.58,27.85568,176.229,1.7743958,11.337927,11.225718,0.1507,0.01086,0.47826,0.59521,0.008,-0.043,5.82,0.6529,,295150000000.0,43547000000.0,89445000000.0,1767139200,1782777600
2026-08-22,SPOG.OL,banking_nordic,banking,nordic,SPAREBANKEN ØST,NOK,71.67,1485803904,20731183,0.27,6.67,5.52667,211.397,0.33903036,10.745127,12.968025,0.08590999,0.00881,0.45728,0.63548,-0.313,-0.475,9.65,1.0344,,5042300000.0,494300000.0,950100000.0,1767139200,1782777600
2026-08-22,MING.OL,banking_nordic,banking,nordic,SPAREBANK 1 SMN,NOK,204.6,29494020096,144154541,0.384,18.64,19.705,187.878,1.0890045,10.976396,10.383152,0.14095001,0.016619999,0.4772,0.61786,-0.004,0.04,6.65,0.7243,,31166000000.0,4279000000.0,8051000000.0,1767139200,1782777600
2026-08-22,NONG.OL,banking_nordic,banking,nordic,SPAREBANK 1 NORD-NORGE,NOK,165.84,16650006528,100398016,0.351,14.38,15.1525,90.516,1.8321623,11.532684,10.944728,0.16409999,0.02221,0.52025,0.67258,-0.072,-0.114,5.21,0.5911,,20521000000.0,3421000000.0,5911000000.0,1767139200,1782777600
2026-08-22,SEB-A.ST,banking_nordic,banking,nordic,Skandinaviska Enskilda Banken s,SEK,219.4,427124326400,1922631119,0.434,15.68,15.79,115.806,1.8945477,13.992346,13.89487,0.14083,0.00736,0.41787,0.54662997,0.023,0.076,3.89,0.5421,,230263000000.0,31063000000.0,77063000000.0,1767139200,1782777600
2026-08-22,SWED-A.ST,banking_nordic,banking,nordic,Swedbank AB ser A,SEK,373.6,419819814912,1123714665,0.565,27.6,25.44,184.25,2.02768,13.536232,14.6855345,0.15016,0.0097,0.45124,0.51436,0.058,-0.089,5.49,0.7409,,225802000000.0,32762000000.0,67899000000.0,1767139200,1782777600
2026-08-22,SHB-A.ST,banking_nordic,banking,nordic,Svenska Handelsbanken ser. A,SEK,146.95,294600376320,1944777165,0.504,11.98,11.41,93.126,1.5779696,12.266277,12.879053,0.12749,0.0063099996,0.42583,0.50089,-0.038,-0.061,5.48,0.66830003,,199352000000.0,23727000000.0,56805000000.0,1767139200,1782777600
2026-08-22,NDA-SE.ST,banking_nordic,banking,nordic,Nordea Bank Abp,SEK,191.15,648715960320,3393753656,0.641,15.11,1.37,9.182,20.817904,12.650562,139.52554,0.15337,0.00699,0.4058,0.54153997,0.015,0.029,7.53,0.7007,,32419000000.0,4840000000.0,11719000000.0,1767139200,1782777600
2026-08-22,DANSKE.CO,banking_nordic,banking,nordic,Danske Bank A/S,DKK,367.9,296863956992,806914842,0.595,28.99,32.49433,206.818,1.7788588,12.690583,11.321975,0.13951999,0.0062300004,0.41053,0.56159,0.08,0.152,4.6,0.5841,,181162000000.0,23037000000.0,56845000000.0,1767139200,1782777600
2026-08-22,JYSK.CO,banking_nordic,banking,nordic,Jyske Bank A/S,DKK,1066.0,60169728000,56444395,0.358,85.49,94.64228,816.208,1.3060396,12.469295,11.263465,0.10293999,0.00694,0.37138999,0.51117,0.013,0.123,2.35,0.2925,,52312000000.0,5414000000.0,14437000000.0,1767139200,1782777600
