run_date,ticker,basket,sector_label,region,name,currency,price,market_cap,shares_out,beta,trailing_eps,forward_eps,book_value_ps,price_to_book,trailing_pe,forward_pe,roe,roa,profit_margin,operating_margin,revenue_growth,earnings_growth,dividend_yield,payout_ratio,debt_to_equity,total_equity,net_income,revenue,last_fiscal_year_end,most_recent_quarter
2026-08-01,DNB.OL,banking_nordic,banking,nordic,DNB BANK ASA,NOK,305.0,435990921216.0,1429478343.0,0.337,27.56,27.79804,176.229,1.7307026,11.066764,10.971996,0.1507,0.01086,0.47826,0.59521,0.008,-0.043,5.92,0.6529,,295150000000.0,43547000000.0,89445000000.0,1767139200,1782777600
2026-08-01,SPOG.OL,banking_nordic,banking,nordic,SPAREBANKEN ØST,NOK,72.5,1503010816.0,20731183.0,0.269,6.67,5.52667,211.397,0.3429566,10.869565,13.118207,0.08590999,0.00881,0.45728,0.63548,-0.313,-0.475,9.51,1.0344,,5042300000.0,494300000.0,950100000.0,1767139200,1782777600
2026-08-01,MING.OL,banking_nordic,banking,nordic,SPAREBANK 1 SMN,NOK,196.32,28312150016.0,144214283.0,0.382,18.47,19.3875,187.878,1.0449334,10.629129,10.126112,0.14457,0.01685,0.47155997,0.53499,-0.077,-0.154,6.87,0.731,,31166000000.0,4279000000.0,8051000000.0,1767139200,1774915200
2026-08-01,NONG.OL,banking_nordic,banking,nordic,SPAREBANK 1 NORD-NORGE,NOK,158.24,15886982144.0,100398016.0,0.351,14.87,14.885,178.593,0.886037,10.641561,10.6308365,0.16871001,0.023559999,0.52666,0.64078003,-0.039,-0.118,5.42,1.1601,,20521000000.0,3421000000.0,5911000000.0,1767139200,1774915200
2026-08-01,SEB-A.ST,banking_nordic,banking,nordic,Skandinaviska Enskilda Banken s,SEK,223.3,440480792576.0,1948443990.0,0.417,15.67,15.79,115.806,1.9282248,14.250159,14.141862,0.14083,0.00736,0.41787,0.54662997,0.023,0.076,3.83,0.5421,,230263000000.0,31063000000.0,77063000000.0,1767139200,1782777600
2026-08-01,SWED-A.ST,banking_nordic,banking,nordic,Swedbank AB ser A,SEK,381.0,428135284736.0,1123714665.0,0.56,27.58,25.44,184.25,2.0678427,13.814359,14.976415,0.15016,0.0097,0.45124,0.51436,0.058,-0.089,5.4,0.7409,,225802000000.0,32762000000.0,67899000000.0,1767139200,1782777600
2026-08-01,SHB-A.ST,banking_nordic,banking,nordic,Svenska Handelsbanken ser. A,SEK,145.65,291994173440.0,1944777165.0,0.503,11.96,11.41,93.126,1.56401,12.178093,12.765118,0.12749,0.0063099996,0.42583,0.50089,-0.038,-0.061,5.55,0.66830003,,199352000000.0,23727000000.0,56805000000.0,1767139200,1782777600
2026-08-01,NDA-SE.ST,banking_nordic,banking,nordic,Nordea Bank Abp,SEK,192.3,652618825728.0,3393753656.0,0.637,15.15,1.37,9.182,20.94315,12.693069,140.36496,0.15337,0.00699,0.4058,0.54153997,0.015,0.029,7.44,0.7007,,32419000000.0,4840000000.0,11719000000.0,1767139200,1782777600
2026-08-01,DANSKE.CO,banking_nordic,banking,nordic,Danske Bank A/S,DKK,373.2,301212139520.0,807106481.0,0.586,29.0,32.38196,206.818,1.8044852,12.868966,11.524935,0.13951999,0.0062300004,0.41053,0.56159,0.08,0.152,4.56,0.5841,,181162000000.0,23037000000.0,56845000000.0,1767139200,1782777600
2026-08-01,JYSK.CO,banking_nordic,banking,nordic,Jyske Bank A/S,DKK,1030.0,58310909952.0,56612531.0,0.342,83.07,92.56549,800.763,1.2862732,12.399181,11.127257,0.10288999,0.00678,0.36754,0.45686,-0.081,-0.126,2.44,0.301,,52312000000.0,5414000000.0,14437000000.0,1767139200,1774915200
